"subid","trial","knowledge","true_state","utterance","goal","goal_prob","roundval"
8,15,"unknown","okay","good","mean",0,0.1
8,16,"unknown","amazing","okay","mean",0.05,0.1
8,17,"unknown","amazing","amazing","mean",0,0.1
8,18,"unknown","good","amazing","mean",0,0.1
8,19,"unknown","okay","amazing","mean",0,0.1
8,20,"unknown","okay","okay","mean",0.2,0.1
8,21,"unknown","terrible","good","mean",0.05,0.1
8,22,"unknown","bad","good","mean",0.025,0.1
8,23,"unknown","bad","amazing","mean",0,0.1
8,24,"unknown","terrible","okay","mean",0,0.1
8,25,"unknown","terrible","amazing","mean",0,0.1
10,1,"unknown","terrible","bad","honest",0.9,0.9
10,2,"unknown","amazing","bad","honest",0.825,0.9
10,3,"unknown","okay","bad","honest",0.525,0.5
10,4,"unknown","amazing","good","honest",1,0.9
10,5,"unknown","terrible","okay","honest",0.15,0.1
10,6,"unknown","bad","amazing","honest",0,0.1
10,7,"unknown","okay","okay","honest",1,0.9
10,8,"unknown","good","okay","honest",0.55,0.5
10,9,"unknown","amazing","terrible","honest",0,0.1
10,10,"unknown","terrible","good","honest",0,0.1
10,11,"unknown","terrible","terrible","honest",1,0.9
10,12,"unknown","good","bad","honest",0,0.1
10,13,"unknown","amazing","amazing","honest",0.975,0.9
10,14,"unknown","bad","terrible","honest",0.975,0.9
10,15,"unknown","bad","bad","honest",1,0.9
10,16,"unknown","good","good","honest",1,0.9
10,17,"unknown","okay","good","honest",0.675,0.7
10,18,"unknown","terrible","amazing","honest",0.025,0.1
10,19,"unknown","good","amazing","honest",0.65,0.7
10,20,"unknown","good","terrible","honest",0.1,0.1
10,21,"unknown","bad","okay","honest",0.1,0.1
10,22,"unknown","amazing","okay","honest",0.075,0.1
10,23,"unknown","okay","amazing","honest",0.45,0.5
10,24,"unknown","okay","terrible","honest",0.175,0.1
10,25,"unknown","bad","good","honest",0,0.1
13,1,"unknown","terrible","amazing","mean",0.75,0.7
13,2,"unknown","okay","amazing","mean",0.275,0.3
13,3,"unknown","okay","bad","mean",0.675,0.7
13,4,"unknown","amazing","terrible","mean",1,0.9
13,5,"unknown","bad","okay","mean",0.175,0.1
13,6,"unknown","good","terrible","mean",0.8,0.7
13,7,"unknown","okay","okay","mean",0.1,0.1
13,8,"unknown","good","bad","mean",0.725,0.7
13,9,"unknown","good","okay","mean",0.65,0.7
13,10,"unknown","terrible","good","mean",0.3,0.3
13,11,"unknown","amazing","good","mean",0,0.1
13,12,"unknown","terrible","terrible","mean",0.525,0.5
13,13,"unknown","amazing","bad","mean",0.875,0.9
13,14,"unknown","amazing","amazing","mean",0.05,0.1
13,15,"unknown","okay","terrible","mean",0.725,0.7
13,16,"unknown","bad","good","mean",0.225,0.3
13,17,"unknown","bad","bad","mean",0.425,0.5
13,18,"unknown","good","good","mean",0.1,0.1
13,19,"unknown","terrible","okay","mean",0,0.1
13,20,"unknown","bad","amazing","mean",0.475,0.5
13,21,"unknown","terrible","bad","mean",0.35,0.3
13,22,"unknown","bad","terrible","mean",0.875,0.9
13,23,"unknown","okay","good","mean",0,0.1
13,24,"unknown","good","amazing","mean",0.1,0.1
13,25,"unknown","amazing","okay","mean",0.675,0.7
15,1,"unknown","terrible","okay","nice",0.925,0.9
15,2,"unknown","okay","terrible","nice",0.05,0.1
15,3,"unknown","amazing","bad","nice",0.025,0.1
15,4,"unknown","okay","okay","nice",0.5,0.5
15,5,"unknown","okay","amazing","nice",0.95,0.9
15,6,"unknown","amazing","terrible","nice",0.1,0.1
15,7,"unknown","bad","amazing","nice",0.95,0.9
15,8,"unknown","okay","good","nice",0.775,0.7
15,9,"unknown","bad","good","nice",0.975,0.9
15,10,"unknown","okay","bad","nice",0.075,0.1
15,11,"unknown","terrible","good","nice",0.95,0.9
15,12,"unknown","good","good","nice",0.5,0.5
15,13,"unknown","bad","okay","nice",0.8,0.7
15,14,"unknown","amazing","okay","nice",0.075,0.1
15,15,"unknown","bad","terrible","nice",0.125,0.1
15,16,"unknown","good","amazing","nice",0.925,0.9
15,17,"unknown","bad","bad","nice",0.5,0.5
15,18,"unknown","good","okay","nice",0.125,0.1
15,19,"unknown","good","terrible","nice",0.025,0.1
15,20,"unknown","terrible","amazing","nice",0.95,0.9
15,21,"unknown","good","bad","nice",0.075,0.1
15,22,"unknown","amazing","good","nice",0.15,0.1
15,23,"unknown","terrible","bad","nice",0.175,0.1
15,24,"unknown","terrible","terrible","nice",0.5,0.5
15,25,"unknown","amazing","amazing","nice",0.5,0.5
16,1,"unknown","good","bad","mean",0.6,0.5
16,2,"unknown","amazing","bad","mean",0.85,0.9
16,3,"unknown","good","good","mean",0.075,0.1
16,4,"unknown","okay","okay","mean",0.425,0.5
16,5,"unknown","okay","good","mean",0.425,0.5
16,6,"unknown","bad","good","mean",0.125,0.1
16,7,"unknown","good","okay","mean",0.325,0.3
16,8,"unknown","amazing","okay","mean",0.7,0.7
16,9,"unknown","bad","okay","mean",0.275,0.3
16,10,"unknown","terrible","amazing","mean",0.075,0.1
16,11,"unknown","bad","amazing","mean",0.2,0.1
16,12,"unknown","terrible","good","mean",0.225,0.3
16,13,"unknown","terrible","bad","mean",0.4,0.3
16,14,"unknown","amazing","good","mean",0.125,0.1
16,15,"unknown","okay","bad","mean",0.775,0.7
16,16,"unknown","okay","terrible","mean",0.725,0.7
16,17,"unknown","bad","terrible","mean",0.6,0.5
16,18,"unknown","good","terrible","mean",0.775,0.7
16,19,"unknown","amazing","amazing","mean",0.1,0.1
16,20,"unknown","amazing","terrible","mean",0.975,0.9
16,21,"unknown","good","amazing","mean",0,0.1
16,22,"unknown","terrible","terrible","mean",0.875,0.9
16,23,"unknown","okay","amazing","mean",0.15,0.1
16,24,"unknown","terrible","okay","mean",0.1,0.1
16,25,"unknown","bad","bad","mean",0.3,0.3
17,1,"unknown","bad","bad","honest",0.45,0.5
17,2,"unknown","amazing","okay","honest",0.625,0.7
17,3,"unknown","bad","good","honest",0.25,0.3
17,4,"unknown","terrible","good","honest",0.375,0.3
17,5,"unknown","good","terrible","honest",0.55,0.5
17,6,"unknown","good","okay","honest",0.325,0.3
17,7,"unknown","amazing","good","honest",0.7,0.7
17,8,"unknown","okay","amazing","honest",0.25,0.3
17,9,"unknown","amazing","terrible","honest",0.025,0.1
17,10,"unknown","amazing","amazing","honest",0.925,0.9
17,11,"unknown","okay","okay","honest",0.875,0.9
17,12,"unknown","okay","good","honest",0.5,0.5
17,13,"unknown","bad","amazing","honest",0.225,0.3
17,14,"unknown","okay","bad","honest",0.575,0.5
17,15,"unknown","good","amazing","honest",0.425,0.5
17,16,"unknown","bad","okay","honest",0.1,0.1
17,17,"unknown","good","good","honest",0.9,0.9
17,18,"unknown","terrible","terrible","honest",0.925,0.9
17,19,"unknown","terrible","okay","honest",0.475,0.5
17,20,"unknown","amazing","bad","honest",0.15,0.1
17,21,"unknown","good","bad","honest",0.175,0.1
17,22,"unknown","terrible","amazing","honest",0.125,0.1
17,23,"unknown","terrible","bad","honest",0.7,0.7
17,24,"unknown","okay","terrible","honest",0.025,0.1
17,25,"unknown","bad","terrible","honest",0.75,0.7
18,1,"unknown","bad","good","mean",0,0.1
18,2,"unknown","okay","okay","mean",0,0.1
18,3,"unknown","bad","terrible","mean",0.275,0.3
18,4,"unknown","good","good","mean",0,0.1
18,5,"unknown","bad","okay","mean",0,0.1
18,6,"unknown","terrible","good","mean",0,0.1
18,7,"unknown","okay","bad","mean",0.8,0.7
18,8,"unknown","bad","amazing","mean",0,0.1
18,9,"unknown","good","bad","mean",1,0.9
18,10,"unknown","okay","terrible","mean",0.75,0.7
18,11,"unknown","terrible","terrible","mean",0,0.1
18,12,"unknown","amazing","terrible","mean",1,0.9
18,13,"unknown","bad","bad","mean",0,0.1
18,14,"unknown","good","amazing","mean",0,0.1
18,15,"unknown","good","okay","mean",0,0.1
18,16,"unknown","terrible","bad","mean",0,0.1
18,17,"unknown","okay","amazing","mean",0,0.1
18,18,"unknown","amazing","amazing","mean",0,0.1
18,19,"unknown","terrible","amazing","mean",0,0.1
18,20,"unknown","good","terrible","mean",1,0.9
18,21,"unknown","amazing","okay","mean",0.825,0.9
18,22,"unknown","amazing","bad","mean",1,0.9
18,23,"unknown","okay","good","mean",0,0.1
18,24,"unknown","amazing","good","mean",0.725,0.7
18,25,"unknown","terrible","okay","mean",0,0.1
20,1,"unknown","amazing","okay","honest",0.3,0.3
20,2,"unknown","okay","bad","honest",0.95,0.9
20,3,"unknown","good","good","honest",1,0.9
20,4,"unknown","good","terrible","honest",0.15,0.1
20,5,"unknown","okay","okay","honest",0.85,0.9
20,6,"unknown","amazing","amazing","honest",1,0.9
20,7,"unknown","bad","amazing","honest",0,0.1
20,8,"unknown","amazing","terrible","honest",0,0.1
20,9,"unknown","bad","okay","honest",0.15,0.1
20,10,"unknown","good","okay","honest",0.675,0.7
20,11,"unknown","amazing","good","honest",0.775,0.7
20,12,"unknown","terrible","terrible","honest",0.825,0.9
20,13,"unknown","okay","terrible","honest",0.225,0.3
20,14,"unknown","amazing","bad","honest",0,0.1
20,15,"unknown","bad","good","honest",0.15,0.1
20,16,"unknown","bad","bad","honest",0.925,0.9
20,17,"unknown","good","amazing","honest",0.725,0.7
20,18,"unknown","bad","terrible","honest",0.725,0.7
20,19,"unknown","terrible","bad","honest",0.7,0.7
20,20,"unknown","okay","good","honest",0.275,0.3
20,21,"unknown","terrible","amazing","honest",0.1,0.1
20,22,"unknown","terrible","good","honest",0.1,0.1
20,23,"unknown","terrible","okay","honest",0.225,0.3
20,24,"unknown","good","bad","honest",0.2,0.1
20,25,"unknown","okay","amazing","honest",0.175,0.1
22,1,"unknown","good","terrible","honest",0.225,0.3
22,2,"unknown","good","amazing","honest",0.725,0.7
22,3,"unknown","amazing","terrible","honest",0.2,0.1
22,4,"unknown","bad","terrible","honest",0.725,0.7
22,5,"unknown","terrible","bad","honest",0.675,0.7
22,6,"unknown","amazing","amazing","honest",0.7,0.7
22,7,"unknown","okay","amazing","honest",0.5,0.5
22,8,"unknown","amazing","bad","honest",0.25,0.3
22,9,"unknown","okay","good","honest",0.5,0.5
22,10,"unknown","terrible","terrible","honest",0.725,0.7
22,11,"unknown","terrible","good","honest",0.35,0.3
22,12,"unknown","bad","okay","honest",0.3,0.3
22,13,"unknown","okay","terrible","honest",0.225,0.3
22,14,"unknown","amazing","okay","honest",0.5,0.5
22,15,"unknown","bad","bad","honest",0.7,0.7
22,16,"unknown","amazing","good","honest",0.65,0.7
22,17,"unknown","okay","okay","honest",0.7,0.7
22,18,"unknown","good","bad","honest",0.2,0.1
22,19,"unknown","bad","amazing","honest",0.2,0.1
22,20,"unknown","bad","good","honest",0.25,0.3
22,21,"unknown","okay","bad","honest",0.275,0.3
22,22,"unknown","good","good","honest",0.7,0.7
22,23,"unknown","terrible","okay","honest",0.25,0.3
22,24,"unknown","good","okay","honest",0.5,0.5
22,25,"unknown","terrible","amazing","honest",0.25,0.3
23,1,"unknown","terrible","okay","mean",0,0.1
23,2,"unknown","okay","okay","mean",0.05,0.1
23,3,"unknown","terrible","amazing","mean",0.2,0.1
23,4,"unknown","bad","terrible","mean",0.6,0.5
23,5,"unknown","amazing","terrible","mean",1,0.9
23,6,"unknown","bad","amazing","mean",0.225,0.3
23,7,"unknown","amazing","bad","mean",0.925,0.9
23,8,"unknown","bad","okay","mean",0.15,0.1
23,9,"unknown","terrible","terrible","mean",0.95,0.9
23,10,"unknown","good","amazing","mean",0.025,0.1
23,11,"unknown","amazing","okay","mean",0.775,0.7
23,12,"unknown","good","good","mean",0.05,0.1
23,13,"unknown","bad","good","mean",0.1,0.1
23,14,"unknown","terrible","bad","mean",0.25,0.3
23,15,"unknown","bad","bad","mean",0.075,0.1
23,16,"unknown","amazing","good","mean",0.375,0.3
23,17,"unknown","amazing","amazing","mean",0,0.1
23,18,"unknown","good","okay","mean",0.6,0.5
23,19,"unknown","terrible","good","mean",0.025,0.1
23,20,"unknown","okay","good","mean",0.025,0.1
23,21,"unknown","okay","terrible","mean",0.95,0.9
23,22,"unknown","good","terrible","mean",0.975,0.9
23,23,"unknown","good","bad","mean",1,0.9
23,24,"unknown","okay","bad","mean",0.75,0.7
23,25,"unknown","okay","amazing","mean",0.075,0.1
24,1,"unknown","okay","amazing","mean",0.5,0.5
24,2,"unknown","amazing","amazing","mean",0.15,0.1
24,3,"unknown","bad","bad","mean",0.8,0.7
24,4,"unknown","good","good","mean",0.15,0.1
24,5,"unknown","bad","amazing","mean",0.7,0.7
24,6,"unknown","good","terrible","mean",0.825,0.9
24,7,"unknown","amazing","good","mean",0.225,0.3
24,8,"unknown","okay","good","mean",0.15,0.1
24,9,"unknown","terrible","okay","mean",0.6,0.5
24,10,"unknown","bad","okay","mean",0.5,0.5
24,11,"unknown","good","bad","mean",0.9,0.9
24,12,"unknown","bad","good","mean",0.675,0.7
24,13,"unknown","okay","terrible","mean",0.85,0.9
24,14,"unknown","okay","okay","mean",0.5,0.5
24,15,"unknown","good","okay","mean",0.725,0.7
24,16,"unknown","good","amazing","mean",0.175,0.1
24,17,"unknown","amazing","okay","mean",0.825,0.9
24,18,"unknown","amazing","bad","mean",0.9,0.9
24,19,"unknown","terrible","amazing","mean",0.4,0.3
24,20,"unknown","terrible","good","mean",0.3,0.3
24,21,"unknown","terrible","bad","mean",0.45,0.5
24,22,"unknown","terrible","terrible","mean",0.7,0.7
24,23,"unknown","bad","terrible","mean",0.875,0.9
24,24,"unknown","okay","bad","mean",0.8,0.7
24,25,"unknown","amazing","terrible","mean",0.875,0.9
25,1,"unknown","terrible","good","mean",0.05,0.1
25,2,"unknown","amazing","bad","mean",0.75,0.7
25,3,"unknown","terrible","terrible","mean",0.5,0.5
25,4,"unknown","bad","amazing","mean",0.175,0.1
25,5,"unknown","okay","okay","mean",0.15,0.1
25,6,"unknown","bad","good","mean",0.1,0.1
25,7,"unknown","bad","bad","mean",0.5,0.5
25,8,"unknown","okay","bad","mean",0.7,0.7
25,9,"unknown","amazing","terrible","mean",0.95,0.9
25,10,"unknown","bad","terrible","mean",0.5,0.5
25,11,"unknown","good","good","mean",0.225,0.3
25,12,"unknown","okay","terrible","mean",0.85,0.9
25,13,"unknown","good","bad","mean",0.75,0.7
25,14,"unknown","terrible","okay","mean",0.125,0.1
25,15,"unknown","good","terrible","mean",0.825,0.9
25,16,"unknown","amazing","okay","mean",0.725,0.7
25,17,"unknown","terrible","bad","mean",0.5,0.5
25,18,"unknown","terrible","amazing","mean",0.1,0.1
25,19,"unknown","amazing","good","mean",0.25,0.3
25,20,"unknown","good","amazing","mean",0.05,0.1
25,21,"unknown","okay","amazing","mean",0.125,0.1
25,22,"unknown","bad","okay","mean",0.175,0.1
25,23,"unknown","okay","good","mean",0.075,0.1
25,24,"unknown","good","okay","mean",0.775,0.7
25,25,"unknown","amazing","amazing","mean",0.025,0.1
28,1,"unknown","okay","good","honest",0.225,0.3
28,2,"unknown","terrible","okay","honest",0.15,0.1
28,3,"unknown","amazing","good","honest",0.575,0.5
28,4,"unknown","terrible","amazing","honest",0,0.1
28,5,"unknown","bad","bad","honest",1,0.9
28,6,"unknown","amazing","okay","honest",0.375,0.3
28,7,"unknown","bad","good","honest",0.175,0.1
28,8,"unknown","amazing","terrible","honest",0.1,0.1
28,9,"unknown","good","terrible","honest",0.175,0.1
28,10,"unknown","okay","terrible","honest",0.575,0.5
28,11,"unknown","terrible","good","honest",0.375,0.3
28,12,"unknown","good","okay","honest",0.725,0.7
28,13,"unknown","amazing","amazing","honest",1,0.9
28,14,"unknown","bad","okay","honest",0.325,0.3
28,15,"unknown","bad","amazing","honest",0,0.1
28,16,"unknown","okay","amazing","honest",0.675,0.7
28,17,"unknown","amazing","bad","honest",0,0.1
28,18,"unknown","good","bad","honest",0.125,0.1
28,19,"unknown","okay","bad","honest",0.6,0.5
28,20,"unknown","terrible","bad","honest",1,0.9
28,21,"unknown","bad","terrible","honest",0.975,0.9
28,22,"unknown","good","amazing","honest",0.625,0.7
28,23,"unknown","good","good","honest",1,0.9
28,24,"unknown","terrible","terrible","honest",1,0.9
28,25,"unknown","okay","okay","honest",1,0.9
29,1,"unknown","good","amazing","mean",0.5,0.5
29,2,"unknown","good","terrible","mean",0.5,0.5
29,3,"unknown","bad","bad","mean",0.675,0.7
29,4,"unknown","okay","okay","mean",0.5,0.5
29,5,"unknown","bad","terrible","mean",0.5,0.5
29,6,"unknown","terrible","amazing","mean",0.7,0.7
29,7,"unknown","amazing","bad","mean",0.725,0.7
29,8,"unknown","okay","terrible","mean",0.75,0.7
29,9,"unknown","terrible","good","mean",0.675,0.7
29,10,"unknown","amazing","good","mean",0.725,0.7
29,11,"unknown","terrible","terrible","mean",0.15,0.1
29,12,"unknown","bad","amazing","mean",0.15,0.1
29,13,"unknown","amazing","amazing","mean",0.5,0.5
29,14,"unknown","good","good","mean",0.35,0.3
29,15,"unknown","bad","okay","mean",0.5,0.5
29,16,"unknown","amazing","okay","mean",0.725,0.7
29,17,"unknown","bad","good","mean",0.725,0.7
29,18,"unknown","okay","bad","mean",0.5,0.5
29,19,"unknown","amazing","terrible","mean",0.5,0.5
29,20,"unknown","okay","amazing","mean",0.7,0.7
29,21,"unknown","good","okay","mean",0.825,0.9
29,22,"unknown","okay","good","mean",0.725,0.7
29,23,"unknown","good","bad","mean",0.7,0.7
29,24,"unknown","terrible","okay","mean",0.8,0.7
29,25,"unknown","terrible","bad","mean",0.25,0.3
34,1,"unknown","bad","terrible","honest",1,0.9
34,2,"unknown","amazing","amazing","honest",0.725,0.7
34,3,"unknown","terrible","bad","honest",1,0.9
34,4,"unknown","terrible","terrible","honest",1,0.9
34,5,"unknown","okay","bad","honest",0.325,0.3
34,6,"unknown","bad","amazing","honest",0.25,0.3
34,7,"unknown","amazing","good","honest",0.675,0.7
34,8,"unknown","terrible","okay","honest",0.175,0.1
34,9,"unknown","okay","terrible","honest",0.225,0.3
34,10,"unknown","good","good","honest",0.95,0.9
34,11,"unknown","okay","okay","honest",0.975,0.9
34,12,"unknown","terrible","good","honest",0.125,0.1
34,13,"unknown","good","bad","honest",0.125,0.1
34,14,"unknown","good","amazing","honest",0.9,0.9
34,15,"unknown","amazing","bad","honest",0.125,0.1
34,16,"unknown","good","okay","honest",0.7,0.7
34,17,"unknown","good","terrible","honest",0.1,0.1
34,18,"unknown","terrible","amazing","honest",0.1,0.1
34,19,"unknown","bad","okay","honest",0.25,0.3
34,20,"unknown","okay","amazing","honest",0.725,0.7
34,21,"unknown","amazing","terrible","honest",0.125,0.1
34,22,"unknown","amazing","okay","honest",0.725,0.7
34,23,"unknown","bad","bad","honest",0.925,0.9
34,24,"unknown","okay","good","honest",0.8,0.7
34,25,"unknown","bad","good","honest",0.2,0.1
39,1,"unknown","okay","terrible","honest",0.7,0.7
39,2,"unknown","terrible","terrible","honest",0.875,0.9
39,3,"unknown","bad","okay","honest",0.35,0.3
39,4,"unknown","okay","okay","honest",0.675,0.7
39,5,"unknown","bad","terrible","honest",0.675,0.7
39,6,"unknown","good","bad","honest",0.5,0.5
39,7,"unknown","amazing","terrible","honest",0.35,0.3
39,8,"unknown","amazing","bad","honest",0.375,0.3
39,9,"unknown","okay","bad","honest",0.5,0.5
39,10,"unknown","bad","amazing","honest",0.325,0.3
39,11,"unknown","good","terrible","honest",0.4,0.3
39,12,"unknown","amazing","okay","honest",0.325,0.3
39,13,"unknown","good","amazing","honest",0.5,0.5
39,14,"unknown","okay","good","honest",0.5,0.5
39,15,"unknown","bad","bad","honest",0.75,0.7
39,16,"unknown","amazing","amazing","honest",0.725,0.7
39,17,"unknown","good","good","honest",0.6,0.5
39,18,"unknown","bad","good","honest",0.35,0.3
39,19,"unknown","terrible","good","honest",0.375,0.3
39,20,"unknown","terrible","bad","honest",0.7,0.7
39,21,"unknown","okay","amazing","honest",0.5,0.5
39,22,"unknown","amazing","good","honest",0.75,0.7
39,23,"unknown","good","okay","honest",0.6,0.5
39,24,"unknown","terrible","amazing","honest",0.25,0.3
39,25,"unknown","terrible","okay","honest",0.5,0.5
40,1,"unknown","terrible","okay","honest",0.15,0.1
40,2,"unknown","good","bad","honest",0.175,0.1
40,3,"unknown","terrible","good","honest",0.2,0.1
40,4,"unknown","amazing","bad","honest",0.15,0.1
40,5,"unknown","okay","good","honest",0.375,0.3
40,6,"unknown","good","amazing","honest",0.825,0.9
40,7,"unknown","bad","terrible","honest",0.9,0.9
40,8,"unknown","good","good","honest",0.95,0.9
40,9,"unknown","okay","amazing","honest",0.65,0.7
40,10,"unknown","bad","good","honest",0.2,0.1
40,11,"unknown","bad","bad","honest",0.9,0.9
40,12,"unknown","good","okay","honest",0.575,0.5
40,13,"unknown","bad","amazing","honest",0.15,0.1
40,14,"unknown","amazing","terrible","honest",0.075,0.1
40,15,"unknown","okay","bad","honest",0.35,0.3
40,16,"unknown","terrible","amazing","honest",0.25,0.3
40,17,"unknown","terrible","terrible","honest",1,0.9
40,18,"unknown","good","terrible","honest",0.075,0.1
40,19,"unknown","bad","okay","honest",0.275,0.3
40,20,"unknown","amazing","amazing","honest",1,0.9
40,21,"unknown","okay","okay","honest",0.925,0.9
40,22,"unknown","okay","terrible","honest",0.375,0.3
40,23,"unknown","amazing","good","honest",0.7,0.7
40,24,"unknown","amazing","okay","honest",0.4,0.3
40,25,"unknown","terrible","bad","honest",0.725,0.7
44,1,"unknown","terrible","amazing","nice",1,0.9
44,2,"unknown","bad","okay","nice",0.775,0.7
44,3,"unknown","good","okay","nice",0.375,0.3
44,4,"unknown","terrible","terrible","nice",0.3,0.3
44,5,"unknown","amazing","amazing","nice",0.725,0.7
44,6,"unknown","good","bad","nice",0.15,0.1
44,7,"unknown","amazing","bad","nice",0.1,0.1
44,8,"unknown","terrible","good","nice",0.975,0.9
44,9,"unknown","okay","bad","nice",0.3,0.3
44,10,"unknown","okay","good","nice",0.9,0.9
44,11,"unknown","okay","okay","nice",0.5,0.5
44,12,"unknown","good","terrible","nice",0.025,0.1
44,13,"unknown","okay","terrible","nice",0.2,0.1
44,14,"unknown","okay","amazing","nice",1,0.9
44,15,"unknown","good","amazing","nice",1,0.9
44,16,"unknown","amazing","terrible","nice",0,0.1
44,17,"unknown","terrible","bad","nice",0.425,0.5
44,18,"unknown","bad","terrible","nice",0.3,0.3
44,19,"unknown","amazing","okay","nice",0.4,0.3
44,20,"unknown","good","good","nice",0.7,0.7
44,21,"unknown","bad","bad","nice",0.5,0.5
44,22,"unknown","bad","amazing","nice",1,0.9
44,23,"unknown","amazing","good","nice",0.725,0.7
44,24,"unknown","bad","good","nice",1,0.9
44,25,"unknown","terrible","okay","nice",0.775,0.7
45,1,"unknown","terrible","okay","nice",0.975,0.9
45,2,"unknown","bad","good","nice",0.95,0.9
45,3,"unknown","amazing","good","nice",0.675,0.7
45,4,"unknown","bad","amazing","nice",1,0.9
45,5,"unknown","good","bad","nice",0.225,0.3
45,6,"unknown","okay","good","nice",0.95,0.9
45,7,"unknown","okay","amazing","nice",1,0.9
45,8,"unknown","terrible","amazing","nice",0.975,0.9
45,9,"unknown","bad","okay","nice",0.975,0.9
45,10,"unknown","terrible","good","nice",0.975,0.9
45,11,"unknown","bad","terrible","nice",0.325,0.3
45,12,"unknown","good","okay","nice",0.7,0.7
45,13,"unknown","good","terrible","nice",0,0.1
45,14,"unknown","amazing","bad","nice",0,0.1
45,15,"unknown","bad","bad","nice",0.4,0.3
45,16,"unknown","good","amazing","nice",0.95,0.9
45,17,"unknown","okay","terrible","nice",0,0.1
45,18,"unknown","okay","okay","nice",0.8,0.7
45,19,"unknown","amazing","okay","nice",0.15,0.1
45,20,"unknown","amazing","amazing","nice",0.975,0.9
45,21,"unknown","good","good","nice",1,0.9
45,22,"unknown","amazing","terrible","nice",0,0.1
45,23,"unknown","okay","bad","nice",0,0.1
45,24,"unknown","terrible","terrible","nice",0.125,0.1
45,25,"unknown","terrible","bad","nice",0,0.1
47,1,"unknown","terrible","bad","mean",0.75,0.7
47,2,"unknown","amazing","okay","mean",0.675,0.7
47,3,"unknown","okay","amazing","mean",0,0.1
47,4,"unknown","amazing","good","mean",0.275,0.3
47,5,"unknown","good","terrible","mean",0.75,0.7
47,6,"unknown","amazing","amazing","mean",0.025,0.1
47,7,"unknown","okay","terrible","mean",0.775,0.7
47,8,"unknown","terrible","terrible","mean",0.5,0.5
47,9,"unknown","okay","good","mean",0.05,0.1
47,10,"unknown","terrible","okay","mean",0.225,0.3
47,11,"unknown","bad","amazing","mean",0,0.1
47,12,"unknown","okay","okay","mean",0.2,0.1
47,13,"unknown","good","good","mean",0.25,0.3
47,14,"unknown","good","okay","mean",0.375,0.3
47,15,"unknown","bad","okay","mean",0.25,0.3
47,16,"unknown","amazing","bad","mean",0.875,0.9
47,17,"unknown","okay","bad","mean",0.7,0.7
47,18,"unknown","amazing","terrible","mean",0.8,0.7
47,19,"unknown","bad","terrible","mean",0.425,0.5
47,20,"unknown","good","amazing","mean",0,0.1
47,21,"unknown","terrible","good","mean",0,0.1
47,22,"unknown","good","bad","mean",0.8,0.7
47,23,"unknown","bad","bad","mean",0.4,0.3
47,24,"unknown","terrible","amazing","mean",0,0.1
47,25,"unknown","bad","good","mean",0.1,0.1
